fold_1_,fold_2_,fold_3_,fold_4_,fold_5_,fold_6_,fold_7_,fold_8_,fold_9_,fold_10_
-0.47581684589385986,-1.3527565002441406,-0.6218301057815552,1.1950559616088867,-0.2579164505004883,0.8445420265197754,0.03361988067626953,4.143704414367676,2.1044158935546875,1.0703120231628418
-0.8126273155212402,-5.054265975952148,-0.6159453988075256,0.09683895111083984,-1.2434297800064087,-2.5320191383361816,-1.5194222927093506,0.8680143356323242,-0.3746957778930664,-6.248818397521973
-0.09818625450134277,0.18300819396972656,0.26966559886932373,0.023200035095214844,0.30309104919433594,-0.3843071460723877,0.25324344635009766,1.171219825744629,0.8250570297241211,0.3391604423522949
-0.13212668895721436,0.9333820343017578,0.32941126823425293,1.1399421691894531,0.3257632255554199,-0.2720468044281006,0.7732701301574707,1.956613540649414,1.7986783981323242,1.383338451385498
-0.12003231048583984,0.2877655029296875,0.2854527235031128,0.2261524200439453,0.30637264251708984,-0.28388237953186035,0.29717302322387695,1.166844367980957,0.6966142654418945,0.44113779067993164
-0.7592055797576904,-1.6830673217773438,-0.7409309148788452,-1.0574183464050293,-0.9074792861938477,0.594754695892334,-1.1422152519226074,4.139267921447754,3.077444076538086,0.1018075942993164
-1.091259241104126,-4.906659126281738,-0.6260126829147339,-0.5002965927124023,-1.0064254999160767,-2.7906551361083984,-1.65730619430542,-0.09760761260986328,-0.9431357383728027,-6.024872303009033
-1.2514958381652832,-4.063506126403809,-0.3354712724685669,-2.460002899169922,-0.8916847705841064,-2.815591335296631,-1.209939956665039,-0.5085973739624023,-0.7385649681091309,-5.519243240356445
-0.9748601913452148,-0.6363458633422852,-0.43655598163604736,-0.738196849822998,-0.8165433406829834,-1.2879797220230103,-0.47919750213623047,-0.6070594787597656,-0.9632949829101562,-1.5105175971984863
-0.8222508430480957,-3.7893028259277344,-0.2357633113861084,-1.6235971450805664,-0.597062349319458,-2.6155033111572266,-1.0277273654937744,-0.39496707916259766,-0.6794705390930176,-4.863605499267578
-0.7848465442657471,-0.8241415023803711,-0.2060474157333374,-0.5654263496398926,-1.084726095199585,-1.6268377304077148,-0.625666618347168,-0.6096467971801758,-0.5880765914916992,-0.9252042770385742
-0.5921764373779297,-0.10191059112548828,0.1920090913772583,1.0863137245178223,0.27594423294067383,-0.9548330307006836,-0.3834347724914551,0.040289878845214844,0.8687000274658203,0.6501898765563965
-0.7505038976669312,-0.4458885192871094,-0.10417568683624268,-0.7225766181945801,-0.9957363605499268,-1.7957793474197388,-0.3979954719543457,-1.0075836181640625,-1.4522380828857422,-1.0419301986694336
-1.830275535583496,-1.2524356842041016,-1.5261707305908203,-0.37248849868774414,-3.571639060974121,-0.7571008205413818,-2.893514633178711,-1.658461570739746,-3.9835166931152344,-1.5096983909606934
0.11889410018920898,-1.386941909790039,0.024026155471801758,-2.5975656509399414,-0.01164555549621582,-1.5125105381011963,0.6138668060302734,-4.152400970458984,0.6585683822631836,0.5947198867797852
-0.34954404830932617,1.9256963729858398,-0.8278217315673828,0.6331520080566406,0.7286190986633301,1.1270763874053955,-0.36533212661743164,1.5145139694213867,2.503270149230957,0.5015568733215332
-0.9125497341156006,0.6188201904296875,-0.36171066761016846,0.5881500244140625,0.3428483009338379,-0.18280482292175293,-0.6018400192260742,0.5488986968994141,0.14992332458496094,0.6114802360534668
-0.5687484741210938,0.6759986877441406,0.08227682113647461,-0.05213212966918945,-0.1731715202331543,-1.0648963451385498,-0.9191584587097168,-0.7394876480102539,0.14301681518554688,0.8640546798706055
-0.5420522689819336,-0.3200559616088867,-0.34579241275787354,0.45932579040527344,0.19644975662231445,-1.2647398710250854,-0.9530935287475586,-0.045670509338378906,0.006221771240234375,-0.35593271255493164
-0.049657344818115234,-0.5429325103759766,-0.40276288986206055,-1.6947574615478516,0.47608518600463867,-0.7107553482055664,-0.6708917617797852,-3.73055362701416,-0.801581859588623,-0.06862163543701172
-0.9006233215332031,-0.05879783630371094,-0.43825995922088623,0.1912994384765625,-0.10706043243408203,-0.2920496463775635,-0.5690832138061523,-0.21841716766357422,-0.37949180603027344,0.6067733764648438
